Category,State/ UT Name,Year,Vegetable,Area,Production
State,Goa,2012-13,Peas,0,0
State,Gujarat,2012-13,Peas,0,0
State,Haryana,2012-13,Peas,15.1,107.5
State,Himachal Pradesh,2012-13,Peas,23.7,280.2
State,Jammu & Kashmir,2012-13,Peas,2.8,58.1
State,Jharkhand,2012-13,Peas,24.1,358.2
State,Karnataka,2012-13,Peas,1.5,22.9
State,Kerala,2012-13,Peas,0,0
State,Madhya Pradesh,2012-13,Peas,53.5,534
State,Maharashtra,2012-13,Peas,10,51
State,Manipur,2012-13,Peas,5,50.6
State,Meghalaya,2012-13,Peas,0.9,5.5
State,Mizoram,2012-13,Peas,0.5,2.1
State,Nagaland,2012-13,Peas,1.4,13
State,Odisha,2012-13,Peas,5.9,52.8
State,Punjab,2012-13,Peas,20.3,208.2
State,Rajasthan,2012-13,Peas,10.7,21.7
State,Sikkim,2012-13,Peas,2,9.2
State,Tamil Nadu,2012-13,Peas,0,0
State,Telangana,2012-13,Peas,0,0
State,Tripura,2012-13,Peas,0,0
State,Uttarakhand,2012-13,Peas,11.7,78.3
State,Uttar Pradesh,2012-13,Peas,175,1877.9
State,West Bengal,2012-13,Peas,21.8,132.1
Union Territory,Union Territory (Total),2012-13,Peas,0,0
Union Territory,Dadra & Nagar Haveli,2012-13,Peas,0,0
Union Territory,Chandigarh,2012-13,Peas,0,0
Union Territory,D. & N. Haveli,2012-13,Peas,0,0
Union Territory,Daman & Diu,2012-13,Peas,0,0
Union Territory,Delhi,2012-13,Peas,0.7,8.9
Union Territory,Lakshadweep,2012-13,Peas,0,0
Union Territory,Puducherry,2012-13,Peas,0,0
Total,Total,2012-13,Peas,420.9,4006.2
State,Andhra Pradesh,2013-14,Peas,2.4,23.7
State,Arunachal Pradesh,2013-14,Peas,0,0
State,Assam,2013-14,Peas,31.2,26.5
State,Bihar,2013-14,Peas,10.2,67.2
State,Chhattisgarh,2013-14,Peas,0,0
State,Goa,2013-14,Peas,0,0
State,Gujarat,2013-14,Peas,0,0
State,Haryana,2013-14,Peas,15.4,108.8
State,Himachal Pradesh,2013-14,Peas,23.9,271.1
State,Jammu & Kashmir,2013-14,Peas,2.8,58.1
State,Jharkhand,2013-14,Peas,24.1,359.3
State,Karnataka,2013-14,Peas,1.4,20
State,Kerala,2013-14,Peas,0,0
State,Madhya Pradesh,2013-14,Peas,56.1,474.2
State,Maharashtra,2013-14,Peas,5,30
State,Manipur,2013-14,Peas,5.8,59.4
State,Meghalaya,2013-14,Peas,0.9,5.7
State,Mizoram,2013-14,Peas,0.5,2.2
State,Nagaland,2013-14,Peas,1.6,9.4
State,Odisha,2013-14,Peas,5.9,52.8
State,Punjab,2013-14,Peas,20.5,210.9
State,Rajasthan,2013-14,Peas,13.6,22.9
State,Sikkim,2013-14,Peas,2,9.3
State,Tamil Nadu,2013-14,Peas,0,0
State,Telangana,2013-14,Peas,0.2,1.6
State,Tripura,2013-14,Peas,0,0
State,Uttarakhand,2013-14,Peas,12.8,84
State,Uttar Pradesh,2013-14,Peas,171.2,1782.6
State,West Bengal,2013-14,Peas,21.9,133.5
Union Territory,Union Territory (Total),2013-14,Peas,0,0
Union Territory,Dadra & Nagar Haveli,2013-14,Peas,0,0
Union Territory,Chandigarh,2013-14,Peas,0,0
Union Territory,D. & N. Haveli,2013-14,Peas,0,0
Union Territory,Daman & Diu,2013-14,Peas,0,0
Union Territory,Delhi,2013-14,Peas,0,55.6
Union Territory,Lakshadweep,2013-14,Peas,4.3,0
Union Territory,Puducherry,2013-14,Peas,0,0
Total,Total,2013-14,Peas,433.6,3868.6
State,Andhra Pradesh,2014-15,Peas,0,0.1
State,Arunachal Pradesh,2014-15,Peas,0,0
State,Assam,2014-15,Peas,31.9,27.6
State,Bihar,2014-15,Peas,10.2,65.8
State,Chhattisgarh,2014-15,Peas,0,0
State,Goa,2014-15,Peas,0,0
State,Gujarat,2014-15,Peas,0,0
State,Haryana,2014-15,Peas,14.7,104.3
State,Himachal Pradesh,2014-15,Peas,23.7,280.2
State,Jammu & Kashmir,2014-15,Peas,2.8,58.1
State,Jharkhand,2014-15,Peas,24.4,362.8
State,Karnataka,2014-15,Peas,1.5,22.6
State,Kerala,2014-15,Peas,1.5,24.7
State,Madhya Pradesh,2014-15,Peas,57.8,607
State,Maharashtra,2014-15,Peas,1.5,7.2
State,Manipur,2014-15,Peas,7.1,70.1
State,Meghalaya,2014-15,Peas,0.9,5.9
State,Mizoram,2014-15,Peas,0.5,2.3
State,Nagaland,2014-15,Peas,1.6,9.4
State,Odisha,2014-15,Peas,5.9,52.6
State,Punjab,2014-15,Peas,20.8,214.1
State,Rajasthan,2014-15,Peas,17.1,27.4
State,Sikkim,2014-15,Peas,2,9.3
State,Tamil Nadu,2014-15,Peas,0,0
State,Telangana,2014-15,Peas,0.1,1.2
State,Tripura,2014-15,Peas,0.5,1.8
State,Uttarakhand,2014-15,Peas,12.3,86.6
State,Uttar Pradesh,2014-15,Peas,206.1,2293.5
State,West Bengal,2014-15,Peas,22.1,134.9
Union Territory,Union Territory (Total),2014-15,Peas,0,0
Union Territory,Dadra & Nagar Haveli,2014-15,Peas,0,0
Union Territory,Chandigarh,2014-15,Peas,0,0
Union Territory,D. & N. Haveli,2014-15,Peas,0,0
Union Territory,Daman & Diu,2014-15,Peas,0,0
Union Territory,Delhi,2014-15,Peas,0.5,6.6
Union Territory,Lakshadweep,2014-15,Peas,0,0
Union Territory,Puducherry,2014-15,Peas,0,0
Total,Total,2014-15,Peas,467.4,4476
State,Andhra Pradesh,2009-10,Tomato,87,1652.1
State,Arunachal Pradesh,2009-10,Tomato,0,0
State,Assam,2009-10,Tomato,16.3,379.5
State,Bihar,2009-10,Tomato,46.5,1043.7
State,Chhattisgarh,2009-10,Tomato,41.3,600.6
State,Goa,2009-10,Tomato,0,0
State,Gujarat,2009-10,Tomato,33.8,841.3
State,Haryana,2009-10,Tomato,22.6,379.8
State,Himachal Pradesh,2009-10,Tomato,10.1,383.8
State,Jammu & Kashmir,2009-10,Tomato,8.3,122.1
State,Jharkhand,2009-10,Tomato,21.8,436.2
State,Karnataka,2009-10,Tomato,48.3,1580
State,Kerala,2009-10,Tomato,0,0
State,Madhya Pradesh,2009-10,Tomato,24.3,291.6
State,Maharashtra,2009-10,Tomato,50,1112.5
State,Manipur,2009-10,Tomato,2.2,27.2
State,Meghalaya,2009-10,Tomato,0,0
State,Mizoram,2009-10,Tomato,0.6,6.7
State,Nagaland,2009-10,Tomato,0.7,4
State,Odisha,2009-10,Tomato,102.9,1394.7
State,Punjab,2009-10,Tomato,6.2,151
State,Rajasthan,2009-10,Tomato,13.5,37.5
State,Sikkim,2009-10,Tomato,0.6,4.1
State,Tamil Nadu,2009-10,Tomato,26.1,519.1
State,Telangana,2009-10,Tomato,0,0
State,Tripura,2009-10,Tomato,1.3,29.6
State,Uttarakhand,2009-10,Tomato,7.9,95.6
State,Uttar Pradesh,2009-10,Tomato,6.4,252.9
State,West Bengal,2009-10,Tomato,53.5,1050
Union Territory,Union Territory (Total),2009-10,Tomato,6.4,252.9
Union Territory,Dadra & Nagar Haveli,2009-10,Tomato,0,0
Union Territory,Chandigarh,2009-10,Tomato,0,0
Union Territory,D. & N. Haveli,2009-10,Tomato,0.4,1.8
Union Territory,Daman & Diu,2009-10,Tomato,0,0
Union Territory,Delhi,2009-10,Tomato,1.7,35
Union Territory,Lakshadweep,2009-10,Tomato,0,0
Union Territory,Puducherry,2009-10,Tomato,0.1,0.7
Total,Total,2009-10,Tomato,640.8,12686
State,Andhra Pradesh,2010-2011,Tomato,0,0
State,Arunachal Pradesh,2010-2011,Tomato,0,0
State,Assam,2010-2011,Tomato,0,0
State,Bihar,2010-2011,Tomato,0,0
State,Chhattisgarh,2010-2011,Tomato,42.9,627.9
State,Goa,2010-2011,Tomato,0,0
State,Gujarat,2010-2011,Tomato,38.8,978.4
State,Haryana,2010-2011,Tomato,27.2,392.4
State,Himachal Pradesh,2010-2011,Tomato,9.9,388.4
State,Jammu & Kashmir,2010-2011,Tomato,8.3,136.6
State,Jharkhand,2010-2011,Tomato,22.3,401.6
State,Karnataka,2010-2011,Tomato,51.2,1756.7
State,Kerala,2010-2011,Tomato,0,0
State,Madhya Pradesh,2010-2011,Tomato,27.8,346.9
State,Maharashtra,2010-2011,Tomato,52,738
State,Manipur,2010-2011,Tomato,2.3,28.6
State,Meghalaya,2010-2011,Tomato,0,0
State,Mizoram,2010-2011,Tomato,0.7,6.2
State,Nagaland,2010-2011,Tomato,0.7,4
State,Odisha,2010-2011,Tomato,96.6,1367.2
State,Punjab,2010-2011,Tomato,6.3,154.5
State,Rajasthan,2010-2011,Tomato,16.9,67.5
State,Sikkim,2010-2011,Tomato,0.9,8.1
State,Tamil Nadu,2010-2011,Tomato,27.2,580.6
State,Telangana,2010-2011,Tomato,0,0
State,Tripura,2010-2011,Tomato,1.4,30.2
State,Uttarakhand,2010-2011,Tomato,8.8,97.1
State,Uttar Pradesh,2010-2011,Tomato,6.7,248.6
State,West Bengal,2010-2011,Tomato,54.1,1063.7
Union Territory,Union Territory (Total),2010-2011,Tomato,6.7,248.6
Union Territory,Dadra & Nagar Haveli,2010-2011,Tomato,0,0
Union Territory,Chandigarh,2010-2011,Tomato,0,0
Union Territory,D. & N. Haveli,2010-2011,Tomato,0.4,1.8
Union Territory,Daman & Diu,2010-2011,Tomato,0,0
Union Territory,Delhi,2010-2011,Tomato,1.6,31
Union Territory,Lakshadweep,2010-2011,Tomato,0,0
Union Territory,Puducherry,2010-2011,Tomato,0,0.1
Total,Total,2010-2011,Tomato,864.9,16526
State,Andhra Pradesh,2011-12,Tomato,300.8,6015.1
State,Arunachal Pradesh,2011-12,Tomato,0,0
State,Assam,2011-12,Tomato,17,397.7
State,Bihar,2011-12,Tomato,47.2,1104.8
State,Chhattisgarh,2011-12,Tomato,44.6,718.5
State,Goa,2011-12,Tomato,0,0
State,Gujarat,2011-12,Tomato,42.1,1092.5
State,Haryana,2011-12,Tomato,27.1,417.4
State,Himachal Pradesh,2011-12,Tomato,10,400
State,Jammu & Kashmir,2011-12,Tomato,3.6,88.1
State,Jharkhand,2011-12,Tomato,24.2,247.6
State,Karnataka,2011-12,Tomato,56.6,1986.5
State,Kerala,2011-12,Tomato,0,0
State,Madhya Pradesh,2011-12,Tomato,55.3,1349.6
State,Maharashtra,2011-12,Tomato,48,1007
State,Manipur,2011-12,Tomato,2.5,22.6
State,Meghalaya,2011-12,Tomato,2,29.5
State,Mizoram,2011-12,Tomato,0.7,6.4
State,Nagaland,2011-12,Tomato,1.3,8.5
State,Odisha,2011-12,Tomato,96.7,1378.4
State,Punjab,2011-12,Tomato,6.5,160.7
State,Rajasthan,2011-12,Tomato,17.7,68
State,Sikkim,2011-12,Tomato,1,8.3
State,Tamil Nadu,2011-12,Tomato,28.3,605.4
State,Telangana,2011-12,Tomato,0,0
State,Tripura,2011-12,Tomato,1.6,38.7
State,Uttarakhand,2011-12,Tomato,8.8,102.4
State,Uttar Pradesh,2011-12,Tomato,6.7,265.3
State,West Bengal,2011-12,Tomato,55.2,1104.5
Union Territory,Union Territory (Total),2011-12,Tomato,6.7,265.3
Union Territory,Dadra & Nagar Haveli,2011-12,Tomato,0.1,1.2
Union Territory,Chandigarh,2011-12,Tomato,0,0
Union Territory,D. & N. Haveli,2011-12,Tomato,0.4,1.8
Union Territory,Daman & Diu,2011-12,Tomato,0,0
Union Territory,Delhi,2011-12,Tomato,1.4,26.8
Union Territory,Lakshadweep,2011-12,Tomato,0,0
Union Territory,Puducherry,2011-12,Tomato,0,0.1
Total,Total,2011-12,Tomato,913.8,18653.3
State,Andhra Pradesh,2012-13,Tomato,260.9,5218.1
State,Arunachal Pradesh,2012-13,Tomato,0.6,14.9
State,Assam,2012-13,Tomato,17.3,402.5
State,Bihar,2012-13,Tomato,47.8,1126.3
State,Chhattisgarh,2012-13,Tomato,48,762.2
State,Goa,2012-13,Tomato,0,0
State,Gujarat,2012-13,Tomato,44,1156.7
State,Haryana,2012-13,Tomato,27.6,400.8
State,Himachal Pradesh,2012-13,Tomato,9.9,413.7
State,Jammu & Kashmir,2012-13,Tomato,3.6,88.1
State,Jharkhand,2012-13,Tomato,26.4,250.2
State,Karnataka,2012-13,Tomato,57.8,1916.6
State,Kerala,2012-13,Tomato,0,0
State,Madhya Pradesh,2012-13,Tomato,62.6,1845
State,Maharashtra,2012-13,Tomato,50,1050
State,Manipur,2012-13,Tomato,0,0
State,Meghalaya,2012-13,Tomato,2,30.2
State,Mizoram,2012-13,Tomato,0.8,7.4
State,Nagaland,2012-13,Tomato,1.5,6
State,Odisha,2012-13,Tomato,96.6,1382.8
State,Punjab,2012-13,Tomato,7,170.8
State,Rajasthan,2012-13,Tomato,15.5,73.6
State,Sikkim,2012-13,Tomato,1,9
State,Tamil Nadu,2012-13,Tomato,23.7,302.3
State,Telangana,2012-13,Tomato,0,0
State,Tripura,2012-13,Tomato,1.6,38.3
State,Uttarakhand,2012-13,Tomato,8.8,102.5
State,Uttar Pradesh,2012-13,Tomato,7.2,310.8
State,West Bengal,2012-13,Tomato,56,1125.6
Union Territory,Union Territory (Total),2012-13,Tomato,7.2,310.8
Union Territory,Dadra & Nagar Haveli,2012-13,Tomato,0.1,1.2
Union Territory,Chandigarh,2012-13,Tomato,0,0
Union Territory,D. & N. Haveli,2012-13,Tomato,0.4,1.8
Union Territory,Daman & Diu,2012-13,Tomato,0,0
Union Territory,Delhi,2012-13,Tomato,1,19.2
Union Territory,Lakshadweep,2012-13,Tomato,0,0
Union Territory,Puducherry,2012-13,Tomato,0,0
Total,Total,2012-13,Tomato,886.9,18226.5
State,Andhra Pradesh,2013-14,Tomato,167.7,3354.5
State,Arunachal Pradesh,2013-14,Tomato,0.5,13.5
State,Assam,2013-14,Tomato,17.5,408.4
State,Bihar,2013-14,Tomato,47.7,1061.8
State,Chhattisgarh,2013-14,Tomato,50.4,814.2
State,Goa,2013-14,Tomato,0,0
State,Gujarat,2013-14,Tomato,44.6,1259
State,Haryana,2013-14,Tomato,29.4,627.3
State,Himachal Pradesh,2013-14,Tomato,10.4,430.8
State,Jammu & Kashmir,2013-14,Tomato,3.6,88.1
State,Jharkhand,2013-14,Tomato,26.4,251.4
State,Karnataka,2013-14,Tomato,61,2068.4
State,Kerala,2013-14,Tomato,0,0
State,Madhya Pradesh,2013-14,Tomato,65.7,1937.4
State,Maharashtra,2013-14,Tomato,50,1200
State,Manipur,2013-14,Tomato,2.8,28.7
State,Meghalaya,2013-14,Tomato,2.2,51.4
State,Mizoram,2013-14,Tomato,0.9,8.3
State,Nagaland,2013-14,Tomato,2.7,20
State,Odisha,2013-14,Tomato,97,1386
State,Punjab,2013-14,Tomato,7.4,181.1
State,Rajasthan,2013-14,Tomato,17.2,81.8
State,Sikkim,2013-14,Tomato,1,9.1
State,Tamil Nadu,2013-14,Tomato,25.2,332.5
State,Telangana,2013-14,Tomato,74.2,1483.7
State,Tripura,2013-14,Tomato,1.6,39
State,Uttarakhand,2013-14,Tomato,9.1,113.7
State,Uttar Pradesh,2013-14,Tomato,8.1,327.8
State,West Bengal,2013-14,Tomato,56.5,1141.5
Union Territory,Union Territory (Total),2013-14,Tomato,0,0
Union Territory,Dadra & Nagar Haveli,2013-14,Tomato,0.1,0.7
Union Territory,Chandigarh,2013-14,Tomato,0,0
Union Territory,D. & N. Haveli,2013-14,Tomato,0.4,1.8
Union Territory,Daman & Diu,2013-14,Tomato,0,0
Union Territory,Delhi,2013-14,Tomato,0.9,14.2
Union Territory,Lakshadweep,2013-14,Tomato,0,0
Union Territory,Puducherry,2013-14,Tomato,0,0.1
Total,Total,2013-14,Tomato,882,18735.9
State,Andhra Pradesh,2014-15,Tomato,167.7,3354.5
State,Arunachal Pradesh,2014-15,Tomato,0.5,14
State,Assam,2014-15,Tomato,17.8,518
State,Bihar,2014-15,Tomato,47.7,1046.4
State,Chhattisgarh,2014-15,Tomato,53.1,886.1
State,Goa,2014-15,Tomato,0,0
State,Gujarat,2014-15,Tomato,44.6,1259
State,Haryana,2014-15,Tomato,27.3,666.6
State,Himachal Pradesh,2014-15,Tomato,9.9,413.7
State,Jammu & Kashmir,2014-15,Tomato,3.6,88.1
State,Jharkhand,2014-15,Tomato,26.7,253.9
State,Karnataka,2014-15,Tomato,64.3,2031.2
State,Kerala,2014-15,Tomato,0.8,3.2
State,Madhya Pradesh,2014-15,Tomato,70.2,2177
State,Maharashtra,2014-15,Tomato,47.7,1122
State,Manipur,2014-15,Tomato,3.1,31.2
State,Meghalaya,2014-15,Tomato,2.2,52
State,Mizoram,2014-15,Tomato,1.1,10.1
State,Nagaland,2014-15,Tomato,2.7,20
State,Odisha,2014-15,Tomato,96.6,1374.9
State,Punjab,2014-15,Tomato,7.6,185.9
State,Rajasthan,2014-15,Tomato,16.3,110.7
State,Sikkim,2014-15,Tomato,1,9.1
State,Tamil Nadu,2014-15,Tomato,28.2,349.9
State,Telangana,2014-15,Tomato,74.2,1483.7
State,Tripura,2014-15,Tomato,1.8,44
State,Uttarakhand,2014-15,Tomato,9,112
State,Uttar Pradesh,2014-15,Tomato,9.7,383.2
State,West Bengal,2014-15,Tomato,56.9,1149.6
Union Territory,Union Territory (Total),2014-15,Tomato,0,0
Union Territory,Dadra & Nagar Haveli,2014-15,Tomato,0.2,0.8
Union Territory,Chandigarh,2014-15,Tomato,0,0
Union Territory,D. & N. Haveli,2014-15,Tomato,0.4,1.8
Union Territory,Daman & Diu,2014-15,Tomato,0,0
Union Territory,Delhi,2014-15,Tomato,0.9,13.8
Union Territory,Lakshadweep,2014-15,Tomato,0,0
Union Territory,Puducherry,2014-15,Tomato,0,0.3
Total,Total,2014-15,Tomato,893.7,19166.7
State,Andhra Pradesh,2009-10,Onion,39,662.6
State,Arunachal Pradesh,2009-10,Onion,0,0
State,Assam,2009-10,Onion,7,19.3
State,Bihar,2009-10,Onion,53,972
State,Chhattisgarh,2009-10,Onion,9.1,160.3
State,Goa,2009-10,Onion,0,0
State,Gujarat,2009-10,Onion,43.4,1078.6
State,Haryana,2009-10,Onion,18.4,330.3
State,Himachal Pradesh,2009-10,Onion,2,33.9
State,Jammu & Kashmir,2009-10,Onion,2.6,64.8
State,Jharkhand,2009-10,Onion,12,240
State,Karnataka,2009-10,Onion,141.3,2266.2
State,Kerala,2009-10,Onion,0,0
State,Madhya Pradesh,2009-10,Onion,57.3,952.3
State,Maharashtra,2009-10,Onion,200,3146
State,Manipur,2009-10,Onion,0,0
State,Meghalaya,2009-10,Onion,0,0
State,Mizoram,2009-10,Onion,0,0
State,Nagaland,2009-10,Onion,0,0
State,Odisha,2009-10,Onion,32.1,298.8
State,Punjab,2009-10,Onion,8.1,175.1
State,Rajasthan,2009-10,Onion,45,742.5
State,Sikkim,2009-10,Onion,0.3,1.7
State,Tamil Nadu,2009-10,Onion,35.3,339.7
State,Telangana,2009-10,Onion,0,0
State,Tripura,2009-10,Onion,0,0
State,Uttarakhand,2009-10,Onion,3.6,40.5
State,Uttar Pradesh,2009-10,Onion,24.3,320.3
State,West Bengal,2009-10,Onion,21,290
Union Territory,Union Territory (Total),2009-10,Onion,0,0
Union Territory,Dadra & Nagar Haveli,2009-10,Onion,0,0
Union Territory,Chandigarh,2009-10,Onion,0,0
Union Territory,D. & N. Haveli,2009-10,Onion,0,0
Union Territory,Daman & Diu,2009-10,Onion,0,0
Union Territory,Delhi,2009-10,Onion,1.2,23.5
Union Territory,Lakshadweep,2009-10,Onion,0,0
Union Territory,Puducherry,2009-10,Onion,0,0.3
Total,Total,2009-10,Onion,756,12158.7
State,Andhra Pradesh,2010-2011,Onion,0,0
State,Arunachal Pradesh,2010-2011,Onion,0,0
State,Assam,2010-2011,Onion,0,0
State,Bihar,2010-2011,Onion,0,0
State,Chhattisgarh,2010-2011,Onion,11.2,174.2
State,Goa,2010-2011,Onion,0,0
State,Gujarat,2010-2011,Onion,62,1514.1
State,Haryana,2010-2011,Onion,22.2,453.9
State,Himachal Pradesh,2010-2011,Onion,2.2,35.9
State,Jammu & Kashmir,2010-2011,Onion,2.8,63.5
State,Jharkhand,2010-2011,Onion,14.6,305
State,Karnataka,2010-2011,Onion,190.5,2592.2
State,Kerala,2010-2011,Onion,0,0
State,Madhya Pradesh,2010-2011,Onion,58.3,1021.5
State,Maharashtra,2010-2011,Onion,415,4905
State,Manipur,2010-2011,Onion,0,0
State,Meghalaya,2010-2011,Onion,0,0
State,Mizoram,2010-2011,Onion,0.1,0.7
State,Nagaland,2010-2011,Onion,0,0
State,Odisha,2010-2011,Onion,34.8,385.9
State,Punjab,2010-2011,Onion,8.2,182.3
State,Rajasthan,2010-2011,Onion,49,494.2
State,Sikkim,2010-2011,Onion,0.3,1.6
State,Tamil Nadu,2010-2011,Onion,33.8,338.9
State,Telangana,2010-2011,Onion,0,0
State,Tripura,2010-2011,Onion,0,0
State,Uttarakhand,2010-2011,Onion,3.8,38
State,Uttar Pradesh,2010-2011,Onion,23.2,368.6
State,West Bengal,2010-2011,Onion,21.3,298
Union Territory,Union Territory (Total),2010-2011,Onion,0,0
Union Territory,Dadra & Nagar Haveli,2010-2011,Onion,0,0
Union Territory,Chandigarh,2010-2011,Onion,0,0
Union Territory,D. & N. Haveli,2010-2011,Onion,0,0
Union Territory,Daman & Diu,2010-2011,Onion,0,0
Union Territory,Delhi,2010-2011,Onion,1.5,27.3
Union Territory,Lakshadweep,2010-2011,Onion,0,0
Union Territory,Puducherry,2010-2011,Onion,0.1,0.4
Total,Total,2010-2011,Onion,1063.8,15117.7
State,Andhra Pradesh,2011-12,Onion,48.5,824.8
State,Arunachal Pradesh,2011-12,Onion,0,0
State,Assam,2011-12,Onion,8.1,24
State,Bihar,2011-12,Onion,53.8,1236.7
State,Chhattisgarh,2011-12,Onion,13.9,222.2
State,Goa,2011-12,Onion,0,0
State,Gujarat,2011-12,Onion,61.3,1562.2
State,Haryana,2011-12,Onion,27.5,589.8
State,Himachal Pradesh,2011-12,Onion,2.2,36.3
State,Jammu & Kashmir,2011-12,Onion,2.9,65.3
State,Jharkhand,2011-12,Onion,15.7,318.2
State,Karnataka,2011-12,Onion,177.2,2451.2
State,Kerala,2011-12,Onion,0,0
State,Madhya Pradesh,2011-12,Onion,88.1,1957
State,Maharashtra,2011-12,Onion,382,5638
State,Manipur,2011-12,Onion,0,0
State,Meghalaya,2011-12,Onion,0.5,3.7
State,Mizoram,2011-12,Onion,0.5,4.4
State,Nagaland,2011-12,Onion,0.4,3.1
State,Odisha,2011-12,Onion,35.2,419
State,Punjab,2011-12,Onion,8.2,182.7
State,Rajasthan,2011-12,Onion,73.5,664.2
State,Sikkim,2011-12,Onion,0.3,1.6
State,Tamil Nadu,2011-12,Onion,37.1,556.5
State,Telangana,2011-12,Onion,0,0
State,Tripura,2011-12,Onion,0,0
State,Uttarakhand,2011-12,Onion,3.8,39.3
State,Uttar Pradesh,2011-12,Onion,23.7,383.5
State,West Bengal,2011-12,Onion,21.7,304.6
Union Territory,Union Territory (Total),2011-12,Onion,0,0
Union Territory,Dadra & Nagar Haveli,2011-12,Onion,0,0
Union Territory,Chandigarh,2011-12,Onion,0,0
Union Territory,D. & N. Haveli,2011-12,Onion,0,0
Union Territory,Daman & Diu,2011-12,Onion,0,0
Union Territory,Delhi,2011-12,Onion,1.3,22.9
Union Territory,Lakshadweep,2011-12,Onion,0,0
Union Territory,Puducherry,2011-12,Onion,0,0.1
Total,Total,2011-12,Onion,1087.3,17511.1
State,Andhra Pradesh,2012-13,Onion,86.7,1560.1
State,Arunachal Pradesh,2012-13,Onion,0,0
State,Assam,2012-13,Onion,8.5,30.9
State,Bihar,2012-13,Onion,53,1107.8
State,Chhattisgarh,2012-13,Onion,18,269.3
State,Goa,2012-13,Onion,0,0
State,Gujarat,2012-13,Onion,28.9,704.4
State,Haryana,2012-13,Onion,27.8,604.5
State,Himachal Pradesh,2012-13,Onion,2.3,39.4
State,Jammu & Kashmir,2012-13,Onion,2.9,65.3
State,Jharkhand,2012-13,Onion,17.2,322.2
State,Karnataka,2012-13,Onion,159.6,2395.9
State,Kerala,2012-13,Onion,0,0
State,Madhya Pradesh,2012-13,Onion,111.7,2691
State,Maharashtra,2012-13,Onion,260,4660
State,Manipur,2012-13,Onion,0,0
State,Meghalaya,2012-13,Onion,0.5,4
State,Mizoram,2012-13,Onion,0.4,4
State,Nagaland,2012-13,Onion,0.7,6
State,Odisha,2012-13,Onion,34.9,419.1
State,Punjab,2012-13,Onion,8.3,183.7
State,Rajasthan,2012-13,Onion,139.1,476.2
State,Sikkim,2012-13,Onion,0.3,1.7
State,Tamil Nadu,2012-13,Onion,37.7,429.7
State,Telangana,2012-13,Onion,0,0
State,Tripura,2012-13,Onion,0,0
State,Uttarakhand,2012-13,Onion,3.8,39.4
State,Uttar Pradesh,2012-13,Onion,26.6,474
State,West Bengal,2012-13,Onion,22,309.1
Union Territory,Union Territory (Total),2012-13,Onion,0,0
Union Territory,Dadra & Nagar Haveli,2012-13,Onion,0,0
Union Territory,Chandigarh,2012-13,Onion,0,0
Union Territory,D. & N. Haveli,2012-13,Onion,0,0
Union Territory,Daman & Diu,2012-13,Onion,0,0
Union Territory,Delhi,2012-13,Onion,0.8,15.5
Union Territory,Lakshadweep,2012-13,Onion,0,0
Union Territory,Puducherry,2012-13,Onion,0.1,0.1
Total,Total,2012-13,Onion,1051.6,16813
State,Andhra Pradesh,2013-14,Onion,55.8,1004.6
State,Arunachal Pradesh,2013-14,Onion,0,0
State,Assam,2013-14,Onion,7.4,28.8
State,Bihar,2013-14,Onion,54.3,1304.2
State,Chhattisgarh,2013-14,Onion,20.1,309.5
State,Goa,2013-14,Onion,0,0
State,Gujarat,2013-14,Onion,72.8,1851.2
State,Haryana,2013-14,Onion,30.2,672.2
State,Himachal Pradesh,2013-14,Onion,2.3,43.7
State,Jammu & Kashmir,2013-14,Onion,2.8,65.3
State,Jharkhand,2013-14,Onion,16.2,320.5
State,Karnataka,2013-14,Onion,136.6,2065.2
State,Kerala,2013-14,Onion,0,0
State,Madhya Pradesh,2013-14,Onion,117.3,2826
State,Maharashtra,2013-14,Onion,468,5864
State,Manipur,2013-14,Onion,0.3,4.1
State,Meghalaya,2013-14,Onion,0.5,4.1
State,Mizoram,2013-14,Onion,0.4,3.7
State,Nagaland,2013-14,Onion,0.7,7.7
State,Odisha,2013-14,Onion,35.8,432.1
State,Punjab,2013-14,Onion,8.3,185.4
State,Rajasthan,2013-14,Onion,57.5,705
State,Sikkim,2013-14,Onion,0.3,1.7
State,Tamil Nadu,2013-14,Onion,40,472.7
State,Telangana,2013-14,Onion,23.6,424.2
State,Tripura,2013-14,Onion,0,0
State,Uttarakhand,2013-14,Onion,3.8,35.9
State,Uttar Pradesh,2013-14,Onion,24.3,410
State,West Bengal,2013-14,Onion,23.5,342.9
Union Territory,Union Territory (Total),2013-14,Onion,0,0
Union Territory,Dadra & Nagar Haveli,2013-14,Onion,0,0
Union Territory,Chandigarh,2013-14,Onion,0,0
Union Territory,D. & N. Haveli,2013-14,Onion,0,0
Union Territory,Daman & Diu,2013-14,Onion,0,0
Union Territory,Delhi,2013-14,Onion,0.8,17.1
Union Territory,Lakshadweep,2013-14,Onion,0,0
Union Territory,Puducherry,2013-14,Onion,0,0.1
Total,Total,2013-14,Onion,1203.6,19401.7
State,Andhra Pradesh,2014-15,Onion,38.4,575.6
State,Arunachal Pradesh,2014-15,Onion,0,0
State,Assam,2014-15,Onion,8.7,33.6
State,Bihar,2014-15,Onion,54.3,1247.3
State,Chhattisgarh,2014-15,Onion,24.1,369.4
State,Goa,2014-15,Onion,0,0
State,Gujarat,2014-15,Onion,44.3,1126.5
State,Haryana,2014-15,Onion,28.7,667.1
